startup_id,company_age_years,founder_count,employees_size_numeric,funding_rounds,investor_count,total_funding_usd,funding_per_round,employee_size_category,city,state,primary_industry,startup_stage,launch_year,last_funding_date,success_label,success_score,risk_level,estimated_revenue_usd,growth_rate_percent,is_active
ST_00528,8.904103561740511,2,2,8,12,4314319534.777525,539289941.8471906,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2015,2026-01-16,Low,20,High Risk,96117.43924420279,24.57883356234645,False
ST_00529,9.128094904964584,3,2,8,12,42445596705.7176,5305699588.2147,Small (1-10),Ahmedabad,Gujarat,E-commerce,Scale Stage,2014,2026-01-11,Low,30,High Risk,129923.72919689152,26.868809973270324,False
ST_00530,8.25244854281194,1,2,8,11,5900309254.7784815,737538656.8473102,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2015,2026-01-09,Low,42,High Risk,78222.25228198334,8.599714022163166,True
ST_00531,15.0,5,2,8,11,7439041856.77772,929880232.097215,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2009,2025-12-11,Low,33,High Risk,83685.29289151271,23.80472462919568,False
ST_00532,13.625573412094736,5,2,8,13,11765832297.138346,1470729037.1422932,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2010,2024-08-31,Low,35,High Risk,135014.68457785636,13.042848926184078,True
ST_00533,5.929379998628628,2,2,5,12,154724510.22694013,30944902.045388024,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2018,2025-04-02,Low,36,High Risk,117619.36044591486,28.442545111209657,True
ST_00534,2.1318989228272778,5,2,2,7,8577752661.190248,4288876330.595124,Small (1-10),Hyderabad,Telangana,E-commerce,Growth Stage,2021,2025-05-16,Low,28,High Risk,183901.64800173524,60.1744913231302,True
ST_00535,8.361747332965464,2,2,8,12,3878873712.3198133,484859214.03997666,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2015,2026-01-14,Low,43,High Risk,101625.7824751729,14.854107687419217,True
ST_00536,15.0,2,2,7,11,18786041404.31931,2683720200.617044,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2009,2025-12-10,Low,27,High Risk,54389.31637509983,15.217548987557569,True
ST_00537,13.38398170110796,2,2,8,10,2100013942.3695836,262501742.79619795,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2010,2025-12-27,Low,44,High Risk,186349.6991559217,18.51108671591767,False
ST_00538,6.7341277774784425,5,2,7,11,7739288755.736298,1105612679.3908997,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2017,2026-01-01,Low,28,High Risk,73758.38917804873,22.57519584229448,True
ST_00539,15.0,4,2,8,14,8183319150.788388,1022914893.8485485,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2009,2026-01-11,Low,41,High Risk,109471.31430850814,10.378665197554664,True
ST_00540,10.600793673503857,2,2,8,16,79351503074.33891,9918937884.292364,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2013,2025-11-16,Low,49,High Risk,146875.22778753444,13.093292808686268,True
ST_00541,15.0,4,2,5,7,132920765280.93918,26584153056.187836,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2009,2025-01-18,Low,38,High Risk,130936.3444343092,6.830702022916238,True
ST_00542,8.306933381760826,1,2,3,9,3296848348.3579683,1098949449.452656,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2015,2025-12-06,Low,31,High Risk,54200.79792086876,37.61259900679109,True
ST_00543,9.821434591553352,1,2,7,10,2300830645.4373193,328690092.2053313,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2014,2025-12-25,Low,46,High Risk,95522.63128273412,24.56714507178381,True
ST_00544,15.0,1,2,8,9,6799422317.414203,849927789.6767753,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2009,2025-10-15,Low,24,High Risk,184158.47805477362,7.001287908559329,True
ST_00545,7.836774583313058,2,2,8,9,20619343705.767727,2577417963.220966,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2016,2025-12-29,Low,33,High Risk,112738.33298840719,29.46246813308259,False
ST_00546,7.491816646477815,3,2,8,11,12424812266.942308,1553101533.3677886,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2016,2025-10-24,Low,38,High Risk,75387.13961643417,8.799437522042696,True
ST_00547,12.171483512802709,2,2,6,12,1417701648.8500478,236283608.14167464,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2011,2024-12-17,Low,43,High Risk,186928.8034946581,12.077528061064065,True
ST_00548,6.486034570513094,3,2,7,11,3587306076.366763,512472296.6238233,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2017,2025-07-21,Low,28,High Risk,198908.69293904418,38.57177202604825,True
ST_00549,15.0,3,2,6,11,2582511626.8933816,430418604.48223025,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2009,2025-12-22,Low,22,High Risk,127552.20858300739,11.884025194440149,True
ST_00550,15.0,3,2,8,8,41801646068.15527,5225205758.519409,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2009,2024-10-30,Low,21,High Risk,106276.45974696538,22.010120688337935,True
ST_00551,4.860526529626775,5,2,8,13,7595429355.653175,949428669.4566469,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2019,2025-11-08,Low,35,High Risk,199008.48181086022,29.45544232963577,True
ST_00552,6.868478943838273,1,2,6,10,3160972358.009924,526828726.33498734,Small (1-10),Kolkata,West Bengal,FinTech,Scale Stage,2017,2025-11-08,Low,44,High Risk,190589.30671667604,25.519374511764383,True
ST_00553,15.0,1,2,6,12,180685338945.16376,30114223157.527294,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2009,2024-02-24,Low,25,High Risk,139653.0544915251,37.44542395237782,True
ST_00554,9.507072920341873,2,2,5,10,27506958295.608807,5501391659.121761,Small (1-10),Chennai,Tamil Nadu,SaaS,Scale Stage,2014,2024-10-17,Low,35,High Risk,137670.11270875623,36.58828886557025,True
ST_00555,15.0,2,2,8,13,289324079.56708676,36165509.945885845,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2009,2024-12-30,Low,49,High Risk,53112.33106105684,8.620614084252722,True
ST_00556,14.095607069612369,1,2,7,10,4528630169.413616,646947167.059088,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2009,2025-06-02,Low,28,High Risk,108772.90598343965,17.788808851808138,True
ST_00557,15.0,3,2,8,11,10409593089.627821,1301199136.2034776,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2009,2025-10-30,Low,42,High Risk,168411.19285090847,31.270907687756242,False
ST_00558,14.059738451633892,4,2,8,9,2902819989.5701127,362852498.6962641,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2009,2026-01-06,Low,27,High Risk,153068.37805397087,22.450520058692426,True
ST_00559,2.887109298413464,3,2,4,11,5959756995.426504,1489939248.856626,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2021,2025-06-23,Low,47,High Risk,58542.192304767224,18.101394761449882,True
ST_00560,12.04315406880786,1,2,8,14,41190496338.06753,5148812042.258441,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2011,2025-09-22,Low,42,High Risk,161914.019329134,28.47540090275531,True
ST_00561,10.309382714735442,1,2,8,11,32430161569.240208,4053770196.155026,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2013,2025-10-07,Low,32,High Risk,75046.0810508831,25.145199399444707,True
ST_00562,9.753740556188717,5,2,4,9,5778816432.914766,1444704108.2286916,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2014,2025-08-22,Low,46,High Risk,80229.05043773635,16.945823417146272,False
ST_00563,15.0,1,2,8,14,1223705728.6737602,152963216.08422002,Small (1-10),Kolkata,West Bengal,E-commerce,Scale Stage,2009,2025-12-13,Low,47,High Risk,88020.4017073495,27.17006190391376,True
ST_00564,2.4568489039416375,2,2,4,6,9123208559.195591,2280802139.7988977,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2021,2025-12-02,Low,37,High Risk,80216.59469445229,6.4712740766647245,False
ST_00565,7.737024007140694,2,2,8,12,11392088777.156008,1424011097.144501,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2016,2025-05-08,Low,35,High Risk,139604.61124408263,10.613071278681758,True
ST_00566,4.799906474461819,3,2,4,8,16981852747.782274,4245463186.9455686,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2019,2025-10-15,Low,38,High Risk,66379.56491380201,21.15235294579676,False
ST_00567,13.685096468573239,1,2,8,11,276841165593.984,34605145699.248,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2010,2025-05-15,Low,21,High Risk,114222.41629885281,19.128578016840976,True
ST_00568,7.327014720234769,5,2,7,10,4462602906.736593,637514700.9623705,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2016,2025-10-05,Low,31,High Risk,142368.46984701868,24.276800423025353,True
ST_00569,6.624903208676104,5,2,5,9,580278658.3002605,116055731.6600521,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2017,2025-12-07,Low,27,High Risk,104902.00877602267,35.81218685481966,True
ST_00570,9.400769835562361,1,2,7,10,498750479.3948022,71250068.48497175,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2014,2025-10-26,Low,20,High Risk,59731.04567526608,11.730210313087792,True
ST_00571,12.70875081693861,1,2,7,14,4922420812.841454,703202973.2630647,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2011,2025-11-18,Low,22,High Risk,158288.59548934,32.07317165847361,True
ST_00572,14.014127862915045,1,2,7,11,13325396170.872547,1903628024.410364,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2009,2026-01-12,Low,25,High Risk,186086.10256660893,35.56777813455511,True
ST_00573,12.932498938392254,2,2,8,12,26673758585.153503,3334219823.144188,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2011,2024-12-18,Low,43,High Risk,107220.3595990749,9.827304641729615,False
ST_00574,15.0,3,2,7,8,3067580651.359532,438225807.337076,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2009,2025-04-24,Low,43,High Risk,55663.870939760105,15.173319155978204,True
ST_00575,3.5675165550702297,2,2,2,4,15264833050.809088,7632416525.404544,Small (1-10),Pune,Maharashtra,AI/ML,Growth Stage,2020,2025-10-09,Low,35,High Risk,100539.22897875874,28.938226188484997,True
ST_00576,3.190955736881569,1,2,3,7,2394227986.891107,798075995.6303691,Small (1-10),Mumbai,Maharashtra,Media,Growth Stage,2020,2025-11-26,Low,40,High Risk,116456.00128340173,81.45781370691853,True
ST_00577,15.0,2,2,5,12,17755853360.266796,3551170672.053359,Small (1-10),Delhi NCR,Delhi,FinTech,Scale Stage,2009,2025-08-05,Low,34,High Risk,126829.17151394089,33.796041086382274,False
ST_00578,6.027508377799679,1,2,8,14,7720984044.270195,965123005.5337744,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2017,2023-11-26,Low,36,High Risk,143312.67587099317,6.310119210857454,True
ST_00579,9.268119137454809,1,2,8,14,8828915700.76741,1103614462.5959263,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2014,2025-11-01,Low,27,High Risk,88923.20348568227,29.3408593185971,True
ST_00580,5.29457731646383,5,2,8,12,2888669385.904624,361083673.238078,Small (1-10),Pune,Maharashtra,EdTech,Scale Stage,2018,2025-04-24,Low,29,High Risk,104413.27418017648,9.375378703144527,True
ST_00581,6.746131867330404,5,2,8,15,2178402961.494591,272300370.1868239,Small (1-10),Pune,Maharashtra,AI/ML,Scale Stage,2017,2025-03-12,Low,48,High Risk,106853.32931994044,37.51748201945987,True
ST_00582,11.177851359445041,3,2,8,13,9751181108.082314,1218897638.5102892,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2012,2024-05-29,Low,27,High Risk,69965.23078979211,34.738611634711276,False
ST_00583,11.390431756675023,2,2,8,9,13786594821.323055,1723324352.665382,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2012,2025-10-08,Low,27,High Risk,130805.02791370785,15.505595675609241,True
ST_00584,15.0,3,2,7,9,2963905676.032982,423415096.5761403,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-07-27,Low,23,High Risk,185128.2244965692,32.12028436253876,True
ST_00585,8.25848921375877,3,2,8,10,1504617564.7085464,188077195.5885683,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2015,2025-04-02,Low,40,High Risk,142618.48705966407,25.118182870529825,True
ST_00586,12.354912882110153,3,2,8,14,6494500099.358506,811812512.4198133,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2011,2025-10-17,Low,29,High Risk,159869.67187661774,17.651629386897852,True
ST_00587,15.0,3,2,8,13,10977482385.614365,1372185298.2017956,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2009,2025-12-16,Low,24,High Risk,170555.8136024926,39.27315791540355,True
ST_00588,14.284729143586242,1,2,8,11,23306464500.577816,2913308062.572227,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2009,2025-10-16,Low,42,High Risk,179216.74018486825,34.609610708553106,True
ST_00589,15.0,1,2,7,11,14650167119.114317,2092881017.016331,Small (1-10),Ahmedabad,Gujarat,Manufacturing,Scale Stage,2009,2025-07-17,Low,41,High Risk,95326.50971189863,36.12647237068041,True
ST_00590,3.6398035335420174,1,2,4,11,1080916944.6306908,270229236.1576727,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2020,2025-02-21,Low,26,High Risk,173763.71911967648,6.16542242478102,True
ST_00591,15.0,1,2,4,5,7712984789.301383,1928246197.3253458,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2026-01-07,Low,44,High Risk,118525.3145469336,9.66698622754334,True
ST_00592,11.4733371034432,3,2,8,10,96782237873.47069,12097779734.183836,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2012,2025-01-05,Low,38,High Risk,85803.33221469464,11.973465750461635,True
ST_00593,8.84386351264938,4,2,8,13,43423439629.37475,5427929953.671844,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2015,2025-12-07,Low,24,High Risk,109228.05116055177,13.91861682755335,True
ST_00594,15.0,1,2,6,8,4158037941.520275,693006323.5867125,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2009,2025-10-26,Low,31,High Risk,83672.07518490925,7.395860929911496,True
ST_00595,14.519793865963143,1,2,7,10,354152229.8468786,50593175.69241123,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2009,2025-12-22,Low,46,High Risk,198031.5270412581,15.578728821961912,True
ST_00596,5.315318201432881,1,2,5,10,2953282706.191234,590656541.2382468,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2018,2026-01-08,Low,31,High Risk,181965.0406864348,20.410954151316698,True
ST_00597,15.0,4,2,8,12,44336184394.31261,5542023049.289076,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-12-02,Low,43,High Risk,131921.6705695066,27.80166307751745,True
ST_00598,13.683971266396291,1,2,8,17,6958126028.614901,869765753.5768626,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2010,2025-12-19,Low,28,High Risk,65846.42733053629,39.3618572919288,True
ST_00599,15.0,4,2,7,9,62121590121.2483,8874512874.464043,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2009,2026-01-12,Low,25,High Risk,152597.0498840284,38.71876824294472,True
ST_00600,15.0,3,2,6,10,10484278729.016977,1747379788.1694963,Small (1-10),Chennai,Tamil Nadu,SaaS,Scale Stage,2009,2025-08-10,Low,28,High Risk,123769.09700939854,30.664740355367805,True
ST_00601,6.962842719298323,2,2,8,13,5634687251.092156,704335906.3865196,Small (1-10),Ahmedabad,Gujarat,AgriTech,Scale Stage,2017,2025-08-01,Low,26,High Risk,134783.9571756246,5.207672386111977,True
ST_00602,8.975209325210368,1,2,8,10,12324255773.793882,1540531971.7242353,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2015,2025-08-29,Low,39,High Risk,157822.8565510291,7.953676129956688,True
ST_00603,15.0,4,2,5,8,668070646.4615163,133614129.29230325,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2009,2024-10-21,Low,31,High Risk,137817.7545286158,22.58056668075562,True
ST_00604,11.021614858959264,5,2,8,12,667892654.7893538,83486581.84866923,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2012,2025-09-12,Low,30,High Risk,79601.21272869338,8.254229737948911,True
ST_00605,9.222232769224608,1,2,8,15,17479190574.541336,2184898821.817667,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2014,2025-02-06,Low,23,High Risk,156562.97018609958,8.197222950970332,False
ST_00606,15.0,2,2,8,12,6443077472.51115,805384684.0638938,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2009,2025-12-23,Low,29,High Risk,93089.8746487622,7.686835800074325,True
ST_00607,15.0,1,2,8,12,11634905385.830332,1454363173.2287915,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2009,2025-08-14,Low,35,High Risk,165997.9314804617,7.371504897251068,True
ST_00608,11.382554412665092,4,2,5,8,7321779274.566791,1464355854.9133582,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2012,2025-10-28,Low,22,High Risk,93554.13692122929,20.901065315743686,True
ST_00609,8.89831255958566,2,2,8,10,47500585846.58413,5937573230.823016,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2015,2025-07-30,Low,44,High Risk,114892.23993080686,12.955584253348333,True
ST_00610,12.562479582635559,4,2,5,9,5128008439.757827,1025601687.9515654,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2011,2025-12-18,Low,48,High Risk,73558.8326148708,20.718078500900198,True
ST_00611,7.54391386279934,1,2,8,13,650729439.8125278,81341179.97656597,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2016,2025-09-26,Low,43,High Risk,117992.69695064874,13.651193915371215,True
ST_00612,15.0,3,2,7,12,235669974.88853428,33667139.26979061,Small (1-10),Chennai,Tamil Nadu,HealthTech,Scale Stage,2009,2025-09-19,Low,23,High Risk,164926.45992048673,30.897593801464286,True
ST_00613,14.476396989486046,2,2,8,13,1504697217.410846,188087152.17635575,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2009,2025-12-01,Low,20,High Risk,120694.22427999749,24.19161994854285,True
ST_00614,5.872617114973511,2,2,8,11,27077450986.718586,3384681373.3398232,Small (1-10),Pune,Maharashtra,AI/ML,Scale Stage,2018,2025-10-24,Low,41,High Risk,94650.79690194555,21.411254492807437,True
ST_00615,7.11506187402076,4,2,8,11,21207964727.124332,2650995590.8905416,Small (1-10),Delhi NCR,Delhi,FinTech,Scale Stage,2016,2025-07-17,Low,27,High Risk,63699.14665479986,12.132784235497258,True
ST_00616,11.487198097376641,1,2,7,15,5897100756.770706,842442965.252958,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2012,2025-03-17,Low,22,High Risk,160893.44431196555,37.06655018258606,True
ST_00617,6.629526681301566,4,2,8,12,21192660148.76289,2649082518.595361,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2017,2026-01-03,Low,45,High Risk,161893.19268559993,27.074051590931074,True
ST_00618,15.0,3,2,8,13,491666187.1896674,61458273.398708425,Small (1-10),Kolkata,West Bengal,E-commerce,Scale Stage,2009,2025-06-19,Low,41,High Risk,154835.38578412143,33.05006337730258,True
ST_00619,15.0,3,2,8,18,516888087.10975665,64611010.88871958,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2009,2025-09-25,Low,38,High Risk,146302.03770128617,21.15351354890181,True
ST_00620,6.922376908489023,1,2,6,11,1443690695.452019,240615115.90866983,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2017,2025-07-31,Low,20,High Risk,161077.75470236738,34.137654001132404,True
ST_00621,12.99035699178584,1,2,7,14,100886519632.05214,14412359947.43602,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2011,2026-01-03,Low,35,High Risk,149516.6590458449,12.553391524653035,True
ST_00622,15.0,2,2,7,12,11963193644.354511,1709027663.4792159,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2009,2025-10-26,Low,20,High Risk,175420.2303168111,22.46791553725838,True
ST_00623,15.0,1,2,8,13,6396311329.979711,799538916.2474638,Small (1-10),Delhi NCR,Delhi,FinTech,Scale Stage,2009,2025-12-04,Low,27,High Risk,198053.46229722124,15.442377072850917,True
ST_00624,3.7899066805504233,2,2,2,7,5496790558.796473,2748395279.3982363,Small (1-10),Bengaluru,Karnataka,AI/ML,Growth Stage,2020,2025-04-10,Low,30,High Risk,183458.7111499954,51.60454188826003,True
ST_00625,11.73225837420584,3,2,5,12,39180920239.3985,7836184047.8797,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2012,2023-10-22,Low,24,High Risk,89522.50657143546,11.99511040459696,True
ST_00626,6.121094292608748,4,2,8,13,111036087935.45673,13879510991.93209,Small (1-10),Ahmedabad,Gujarat,AgriTech,Scale Stage,2017,2025-12-24,Low,22,High Risk,195000.90000579396,30.44824552284826,False
ST_00627,5.211845988728843,1,2,2,9,118349537.40151751,59174768.700758755,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2018,2025-04-08,Low,26,High Risk,166904.48975715775,13.230444950294595,True
ST_00628,10.651702399588732,5,2,8,11,12649013055.579996,1581126631.9474995,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2013,2025-10-24,Low,40,High Risk,109511.29568941095,23.726022446907436,True
ST_00629,9.348338687261037,1,2,8,14,3797132152.221277,474641519.02765965,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2014,2025-10-05,Low,26,High Risk,113475.92592901323,39.387144112792164,True
ST_00630,9.100494037338121,1,2,7,10,309508452.6481235,44215493.235446215,Small (1-10),Kolkata,West Bengal,FinTech,Scale Stage,2014,2025-12-10,Low,43,High Risk,98846.97382811797,21.62558649476966,True
ST_00631,15.0,2,2,8,11,286958953869.7095,35869869233.713684,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2009,2025-03-18,Low,36,High Risk,91103.70410577288,37.225827749256965,True
ST_00632,7.973139266637141,4,2,8,16,4902495726.366185,612811965.7957731,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2016,2025-08-16,Low,32,High Risk,123587.58194067632,26.714503114973677,True
ST_00633,7.290490435903678,3,2,4,11,11407905894.62162,2851976473.655405,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2016,2025-08-17,Low,39,High Risk,68700.71827523026,7.746401411041916,True
ST_00634,12.512712239741685,1,2,8,14,12630732849.073092,1578841606.1341364,Small (1-10),Hyderabad,Telangana,HealthTech,Scale Stage,2011,2025-10-23,Low,44,High Risk,118250.24277919586,39.519221259347034,True
ST_00635,4.561976067771183,2,2,6,13,3913629938.751412,652271656.4585687,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2019,2025-07-21,Low,42,High Risk,69532.11924930589,20.826583657940525,True
ST_00636,4.942921371562135,1,2,4,6,7673760536.287466,1918440134.0718665,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2019,2025-11-17,Low,35,High Risk,158423.0451672046,10.117901222626982,True
ST_00637,12.026150170831217,1,2,6,14,3884696202.9437075,647449367.1572846,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2011,2026-01-04,Low,25,High Risk,122861.20349252813,38.62596376050341,True
ST_00638,15.0,1,2,4,12,7859734318.052156,1964933579.513039,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2009,2025-04-27,Low,46,High Risk,195854.82271699674,30.750915746270724,True
ST_00639,13.641863062454611,3,2,8,13,172396551542.98587,21549568942.873234,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2010,2025-06-12,Low,41,High Risk,100039.93712634158,15.626176648048233,True
ST_00640,8.960826633588038,1,2,7,10,11809346301.683313,1687049471.6690447,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2015,2025-07-27,Low,46,High Risk,74498.36145714628,27.425667575760592,True
ST_00641,15.0,1,2,8,9,51284206838.686615,6410525854.835827,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2009,2025-11-04,Low,22,High Risk,52642.4760711661,13.259145199180798,True
ST_00642,6.630388711844274,1,2,8,15,1492977686.5481608,186622210.8185201,Small (1-10),Pune,Maharashtra,EdTech,Scale Stage,2017,2025-07-04,Low,41,High Risk,181887.35646166772,10.68677036819162,True
ST_00643,15.0,1,2,8,11,162113759.92388052,20264219.990485065,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-08-27,Low,44,High Risk,168230.76666074467,30.034874596451196,True
ST_00644,5.756500300231058,1,2,8,15,8443709692.984633,1055463711.6230792,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2018,2025-06-21,Low,21,High Risk,62244.747477700745,15.447293947557904,True
ST_00645,7.683511957293081,5,2,8,15,173248002.7917337,21656000.348966714,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2016,2025-06-08,Low,43,High Risk,53147.44944294547,21.612685522363172,False
ST_00646,13.002338150995195,2,2,5,8,4619421101.214426,923884220.2428852,Small (1-10),Ahmedabad,Gujarat,Manufacturing,Scale Stage,2010,2025-04-27,Low,22,High Risk,105153.42838045297,32.36979999288711,True
ST_00647,9.795319815386783,4,2,8,11,10500762527.974922,1312595315.9968653,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2014,2025-12-29,Low,22,High Risk,194185.20558382833,13.599678236963648,True
ST_00648,13.995150977985176,2,2,5,9,10855235698.38699,2171047139.6773977,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2010,2026-01-12,Low,37,High Risk,72304.89774463224,30.33400386380308,True
ST_00649,9.661604892968796,3,2,8,15,15006147164.906635,1875768395.6133294,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2014,2025-11-15,Low,26,High Risk,183393.50331079334,16.543974029870775,True
ST_00650,15.0,2,2,8,12,9610785264.180866,1201348158.0226083,Small (1-10),Ahmedabad,Gujarat,Manufacturing,Scale Stage,2009,2025-08-21,Low,49,High Risk,173481.49132709537,29.804682019215104,True
ST_00651,15.0,2,2,8,11,1279122168.0531054,159890271.00663817,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2009,2024-09-17,Low,47,High Risk,173815.53734074978,20.770899518625995,True
ST_00652,15.0,1,2,6,8,8784277410.67933,1464046235.113222,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2009,2025-03-27,Low,24,High Risk,66775.97072624187,15.966474125296044,True
ST_00653,10.699666952595676,1,2,8,15,6333114444.627883,791639305.5784854,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2013,2025-12-03,Low,40,High Risk,72294.03266546129,6.46775562762857,True
ST_00654,15.0,2,2,7,12,4215940646.1651263,602277235.1664466,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-11-13,Low,31,High Risk,113310.29572061193,31.332039055309437,True
ST_00655,11.129032235376984,5,2,8,13,1411880056.5819857,176485007.0727482,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2012,2025-12-06,Low,34,High Risk,136206.38043013628,24.622502380109516,True
ST_00656,9.528030853991917,5,2,8,10,433084008.7423401,54135501.09279251,Small (1-10),Pune,Maharashtra,EdTech,Scale Stage,2014,2025-08-17,Low,44,High Risk,64037.801160613926,18.995326206280794,True
